enzyme,color,lat,lon,Environment group,repeat_count
Laccase (UVG67878.1),#7B3E1B,43.5,135.5,Polar sea ice / cryosphere◆,2
Laccase (UVG67878.1),#7B3E1B,43.5,135.5,Surface seawater●,4
Laccase (UVG67878.1),#7B3E1B,45.3143,12.5083,Surface seawater●,2
Laccase (UVG67878.1),#7B3E1B,48.3937,-124.734,Marine host-associated⬡,1
Laccase (UVG67878.1),#7B3E1B,57.5949,9.9609,Marine host-associated⬡,1
Laccase (UVG67878.1),#7B3E1B,62.6376,17.9395,Marine host-associated⬡,1
Laccase (UVG67878.1),#7B3E1B,71.3,-157.0,Polar sea ice / cryosphere◆,1
Laccase (UVG67878.1),#7B3E1B,78.92,11.95,Surface seawater●,3
Laccase (UVG67878.1),#7B3E1B,79.0354,11.2836,Marine sediment■,2
Laccase (UVG67878.1),#7B3E1B,79.7913,1.7609,Polar sea ice / cryosphere◆,1
Laccase (UVG67878.1),#7B3E1B,79.8,1.76,Surface seawater●,2
Laccase (UVG67878.1),#7B3E1B,81.47,-164.94,Deep-sea / chemosynthetic sediment⬟,1
MCL PHA depolymerase (AAQ72538.1),#F079BA,-67.34,-68.08,Marine host-associated⬡,1
MCL PHA depolymerase (AAQ72538.1),#F079BA,-62.21,-58.94,Intertidal sediment / beach sand▲,1
MCL PHA depolymerase (AAQ72538.1),#F079BA,-27.329583,153.087083,Intertidal / coastal seawater★,1
MCL PHA depolymerase (AAQ72538.1),#F079BA,22.3897778,39.1355556,Marine sediment■,1
MCL PHA depolymerase (AAQ72538.1),#F079BA,24.55,-81.78,Surface seawater●,1
PETase (UUT36763.1),#FF0808,-22.74,-41.88,Marine host-associated⬡,1
PETase (UUT36763.1),#FF0808,-21.52,-39.49,Deep seawater▼,2
PETase (UUT36763.1),#FF0808,-16.542142,89.289884,Deep-sea / chemosynthetic sediment⬟,1
PETase (UUT36763.1),#FF0808,16.22,108.22,Marine host-associated⬡,1
PETase (UUT36763.1),#FF0808,18.0,116.0,Deep seawater▼,3
PETase (UUT36763.1),#FF0808,18.0,116.0,Deep-sea / chemosynthetic sediment⬟,2
PETase (UUT36763.1),#FF0808,19.31,109.34,Marine host-associated⬡,2
PETase (UUT36763.1),#FF0808,19.909,115.243,Deep seawater▼,2
PETase (UUT36763.1),#FF0808,27.01,-111.41,Deep-sea / chemosynthetic sediment⬟,1
PETase (UUT36763.1),#FF0808,29.928,122.422,Intertidal sediment / beach sand▲,2
PETase (UUT36763.1),#FF0808,31.557,130.564,Plastisphere / marine biofilm✕,3
PETase (UUT36763.1),#FF0808,34.365,133.217,Plastisphere / marine biofilm✕,9
PETase (UUT36763.1),#FF0808,35.1955708,139.6673981,Surface seawater●,1
PETase (UUT36763.1),#FF0808,38.333446,-123.058785,Marine host-associated⬡,1
PETase (UUT36763.1),#FF0808,85.09,95.85,Deep-sea / chemosynthetic sediment⬟,1
PETase (UUT36763.1),#FF0808,87.4122,93.2151,Polar sea ice / cryosphere◆,1
PETase (UUT36764.1),#E69F00,-62.22,-58.91,Deep-sea / chemosynthetic sediment⬟,2
PETase (UUT36764.1),#E69F00,-62.22,-58.91,Intertidal / coastal seawater★,1
PETase (UUT36764.1),#E69F00,-27.329583,153.087083,Intertidal / coastal seawater★,1
PETase (UUT36764.1),#E69F00,-22.74,-41.88,Marine host-associated⬡,1
PETase (UUT36764.1),#E69F00,-21.52,-39.49,Deep seawater▼,2
PETase (UUT36764.1),#E69F00,-16.542142,89.289884,Deep-sea / chemosynthetic sediment⬟,1
PETase (UUT36764.1),#E69F00,16.22,108.22,Surface seawater●,1
PETase (UUT36764.1),#E69F00,18.0,116.0,Deep seawater▼,3
PETase (UUT36764.1),#E69F00,18.0,116.0,Deep-sea / chemosynthetic sediment⬟,2
PETase (UUT36764.1),#E69F00,19.31,109.34,Marine host-associated⬡,2
PETase (UUT36764.1),#E69F00,19.909,115.243,Deep seawater▼,2
PETase (UUT36764.1),#E69F00,23.7,121.0,Marine host-associated⬡,1
PETase (UUT36764.1),#E69F00,25.83,-95.5,Deep seawater▼,1
PETase (UUT36764.1),#E69F00,27.01,-111.41,Deep-sea / chemosynthetic sediment⬟,1
PETase (UUT36764.1),#E69F00,29.928,122.422,Intertidal sediment / beach sand▲,2
PETase (UUT36764.1),#E69F00,31.557,130.564,Plastisphere / marine biofilm✕,4
PETase (UUT36764.1),#E69F00,34.365,133.217,Plastisphere / marine biofilm✕,10
PETase (UUT36764.1),#E69F00,35.1955708,139.6673981,Surface seawater●,1
PETase (UUT36764.1),#E69F00,35.31,139.64,Plastisphere / marine biofilm✕,1
PETase (UUT36764.1),#E69F00,36.04,120.26,Plastisphere / marine biofilm✕,2
PETase (UUT36764.1),#E69F00,37.25,122.58,Marine host-associated⬡,1
PETase (UUT36764.1),#E69F00,38.333446,-123.058785,Marine host-associated⬡,1
PETase (UUT36764.1),#E69F00,41.4,2.48,Intertidal / coastal seawater★,1
PETase (UUT36764.1),#E69F00,42.774797,-9.124189,Deep-sea / chemosynthetic sediment⬟,1
PETase (UUT36764.1),#E69F00,69.03,-105.33,Deep-sea / chemosynthetic sediment⬟,2
PETase (UUT36764.1),#E69F00,69.03,-105.33,Intertidal / coastal seawater★,1
PETase (UUT36764.1),#E69F00,69.03,57.36,Deep-sea / chemosynthetic sediment⬟,2
PETase (UUT36764.1),#E69F00,69.03,57.37,Deep-sea / chemosynthetic sediment⬟,1
PETase (UUT36764.1),#E69F00,69.03,57.37,Intertidal / coastal seawater★,1
PETase (UUT36764.1),#E69F00,69.03,57.37,Marine sediment■,2
PETase (UUT36764.1),#E69F00,73.763167,8.464,Deep-sea / chemosynthetic sediment⬟,2
PETase (UUT36764.1),#E69F00,78.2,42.1,Marine sediment■,3
PETase (UUT36764.1),#E69F00,78.39,42.11,Intertidal / coastal seawater★,2
PETase (UUT36764.1),#E69F00,78.39,42.11,Marine sediment■,2
PETase (UUT36764.1),#E69F00,85.09,95.85,Deep-sea / chemosynthetic sediment⬟,1
PETase (UUT36764.1),#E69F00,87.3239,107.4423,Polar sea ice / cryosphere◆,1
PETase (UUT36764.1),#E69F00,87.4122,93.2151,Polar sea ice / cryosphere◆,1
